Sweep Expansion, 1
P,0.0047
I,0.002
D,0.0
All,1.0
t (s), Frequency Drift (GHz), Active Current (mA), Piezo Volta 
2.326, -0.007943383812906617, 127.67947281713344, 64.5550537109375
17.647, -0.0023362893567372405, 127.67947281713344, 64.5550537109375
32.983, -0.0018690314853897925, 127.68790774299835, 64.5550537109375
48.309, -0.0014017736140423441, 127.69634266886325, 64.5550537109375
63.625, -0.0009345157426948963, 127.70477759472817, 64.537353515625
78.945, -0.006541610198864273, 127.66260296540361, 64.537353515625
94.292, -0.004672578713474481, 127.67103789126853, 64.537353515625
109.619, -0.00747612594155917, 127.67947281713344, 64.537353515625
124.954, -0.00513983658482193, 127.67103789126853, 64.537353515625
140.292, -0.0070088680702117215, 127.66260296540361, 64.5550537109375
155.627, -0.004672578713474481, 127.6541680395387, 64.537353515625
170.941, -0.0070088680702117215, 127.67103789126853, 64.5550537109375
186.291, -0.0028035472280846883, 127.67947281713344, 64.537353515625
201.616, -0.01027967316964386, 127.66260296540361, 64.537353515625
216.953, -0.0028035472280846883, 127.68790774299835, 64.537353515625
232.293, -0.008877899555601514, 127.67947281713344, 64.5550537109375
247.613, -0.006541610198864273, 127.70477759472817, 64.5550537109375
262.94, -0.007943383812906617, 127.67103789126853, 64.5550537109375
278.286, -0.007943383812906617, 127.70477759472817, 64.537353515625
293.617, -0.0056070944561693765, 127.67103789126853, 64.537353515625
308.947, -0.00747612594155917, 127.70477759472817, 64.537353515625
324.291, -0.009345157426948962, 127.67947281713344, 64.537353515625
339.62, -0.008877899555601514, 127.69634266886325, 64.537353515625
354.945, -0.0070088680702117215, 127.65416803953872, 64.537353515625
370.301, -0.006074352327516825, 127.67947281713344, 64.537353515625
385.636, -0.006074352327516825, 127.67947281713344, 64.537353515625
401.003, -0.004672578713474481, 127.68790774299835, 64.537353515625
416.329, -0.0028035472280846883, 127.70477759472817, 64.537353515625
431.657, -0.004205320842127032, 127.67947281713344, 64.537353515625
447.03, -0.00981241529829641, 127.71321252059307, 64.537353515625
462.371, -0.006074352327516825, 127.68790774299835, 64.537353515625
477.698, -0.004672578713474481, 127.69634266886325, 64.537353515625
493.025, -0.007943383812906617, 127.70477759472817, 64.537353515625
508.35, -0.008877899555601514, 127.67947281713344, 64.537353515625
523.677, -0.0023362893567372405, 127.69634266886325, 64.537353515625
539.019, -0.003738062970779585, 127.70477759472817, 64.5196533203125
554.339, -0.006074352327516825, 127.67103789126853, 64.537353515625
569.686, -0.00747612594155917, 127.67103789126853, 64.537353515625
585.02, -0.0056070944561693765, 127.72164744645798, 64.5196533203125
600.349, -0.008877899555601514, 127.67103789126853, 64.537353515625
615.67, -0.006074352327516825, 127.6541680395387, 64.5196533203125
631.017, -0.008877899555601514, 127.67947281713344, 64.5196533203125
646.343, -0.00747612594155917, 127.6541680395387, 64.5196533203125
661.67, -0.006541610198864273, 127.69634266886325, 64.5196533203125
677.015, -0.00747612594155917, 127.67947281713344, 64.537353515625
692.349, -0.004205320842127032, 127.69634266886325, 64.5196533203125
707.67, -0.004672578713474481, 127.71321252059307, 64.537353515625
723.027, -0.004672578713474481, 127.71321252059309, 64.5196533203125
738.357, -0.006541610198864273, 127.70477759472817, 64.5196533203125
753.697, -0.0070088680702117215, 127.68790774299833, 64.5196533203125
769.039, -0.00513983658482193, 127.70477759472817, 64.5196533203125
784.36, 0.00046725787134744814, 127.67947281713344, 64.537353515625
799.696, -0.0032708050994321365, 127.68790774299835, 64.5196533203125
815.021, -0.004205320842127032, 127.69634266886325, 64.5196533203125
830.357, 0.0, 127.70477759472817, 64.5196533203125
845.683, 0.006074352327516825, 127.71321252059307, 64.5196533203125
861.016, -0.0032708050994321365, 127.69634266886325, 64.5196533203125
876.343, 0.0, 127.71321252059307, 64.5196533203125
891.665, -0.004205320842127032, 127.69634266886325, 64.5196533203125
907.016, 0.003738062970779585, 127.70477759472817, 64.5196533203125
922.343, 0.003738062970779585, 127.73851729818782, 64.5196533203125
937.676, -0.0018690314853897925, 127.68790774299835, 64.5196533203125
953.015, 0.0023362893567372405, 127.70477759472817, 64.5196533203125
968.347, -0.003738062970779585, 127.721647446458, 64.5196533203125
983.674, 0.004205320842127032, 127.71321252059309, 64.5196533203125
999.021, 0.0028035472280846883, 127.721647446458, 64.5196533203125
1014.347, -0.0032708050994321365, 127.71321252059307, 64.5196533203125
1029.673, 0.0023362893567372405, 127.70477759472817, 64.5196533203125
1045.019, -0.0032708050994321365, 127.71321252059307, 64.5196533203125
1060.366, 0.004205320842127032, 127.7300823723229, 64.5196533203125
1075.689, -0.0018690314853897925, 127.70477759472817, 64.5196533203125
1091.017, -0.0014017736140423441, 127.69634266886325, 64.501953125
1106.344, 0.0028035472280846883, 127.69634266886325, 64.501953125
1121.662, 0.0, 127.70477759472817, 64.501953125
1137.017, 0.00513983658482193, 127.69634266886325, 64.501953125
1152.366, 0.00046725787134744814, 127.70477759472817, 64.501953125
1167.694, 0.00513983658482193, 127.70477759472817, 64.501953125
1183.023, 0.0028035472280846883, 127.67947281713344, 64.501953125
1198.362, 0.003738062970779585, 127.68790774299835, 64.501953125
1213.743, 0.0028035472280846883, 127.68790774299833, 64.501953125
1229.069, 0.00513983658482193, 127.70477759472817, 64.501953125
1244.395, 0.0, 127.721647446458, 64.501953125
1259.744, 0.00513983658482193, 127.67103789126853, 64.501953125
1275.074, 0.00046725787134744814, 127.71321252059307, 64.501953125
1290.422, 0.0023362893567372405, 127.721647446458, 64.501953125
1305.751, 0.0028035472280846883, 127.721647446458, 64.4842529296875
1321.072, 0.0023362893567372405, 127.7300823723229, 64.501953125
1336.406, 0.0056070944561693765, 127.69634266886325, 64.501953125
1351.728, 0.0028035472280846883, 127.7469522240527, 64.501953125
1367.042, 0.0023362893567372405, 127.70477759472817, 64.501953125
1382.361, 0.006074352327516825, 127.71321252059307, 64.501953125
1397.694, 0.0023362893567372405, 127.70477759472817, 64.501953125
1413.021, 0.00046725787134744814, 127.7300823723229, 64.501953125
1428.363, 0.00046725787134744814, 127.68790774299835, 64.501953125
1443.687, 0.00046725787134744814, 127.7300823723229, 64.501953125
1459.036, 0.0056070944561693765, 127.7300823723229, 64.4842529296875
1474.364, 0.0, 127.72164744645798, 64.501953125
1489.69, 0.0032708050994321365, 127.721647446458, 64.501953125
1505.023, 0.00513983658482193, 127.72164744645798, 64.4842529296875
1520.341, 0.003738062970779585, 127.71321252059307, 64.4842529296875
1535.662, 0.004672578713474481, 127.7300823723229, 64.4842529296875
1551.011, 0.008877899555601514, 127.7300823723229, 64.4842529296875
1566.326, 0.003738062970779585, 127.7300823723229, 64.4842529296875
1581.677, 0.010746931040991307, 127.70477759472817, 64.4842529296875
1597.014, 0.0032708050994321365, 127.69634266886325, 64.4842529296875
1612.332, 0.003738062970779585, 127.73851729818782, 64.4842529296875
1627.651, 0.007943383812906617, 127.7300823723229, 64.4842529296875
1642.978, 0.008410641684254065, 127.72164744645798, 64.4842529296875
1658.309, 0.01214870465503365, 127.7300823723229, 64.4842529296875
1673.627, 0.006074352327516825, 127.70477759472817, 64.466552734375
1688.949, 0.011681446783686203, 127.72164744645798, 64.4842529296875
1704.287, 0.008877899555601514, 127.7300823723229, 64.466552734375
1719.622, 0.009345157426948962, 127.7385172981878, 64.4842529296875
1734.944, 0.009345157426948962, 127.74695222405272, 64.466552734375
1750.291, 0.013083220397728546, 127.71321252059307, 64.4842529296875
1765.615, 0.01027967316964386, 127.7300823723229, 64.4842529296875
1780.936, 0.00981241529829641, 127.73851729818782, 64.466552734375
1796.282, 0.008410641684254065, 127.7300823723229, 64.466552734375
1811.63, 0.011681446783686203, 127.72164744645798, 64.466552734375
1826.948, 0.011214188912338753, 127.7469522240527, 64.4842529296875
1842.294, 0.015886767625813234, 127.71321252059309, 64.466552734375
1857.621, 0.012615962526381098, 127.70477759472817, 64.466552734375
1872.954, 0.00981241529829641, 127.7300823723229, 64.466552734375
1888.287, 0.013550478269075995, 127.7469522240527, 64.466552734375
1903.61, 0.01495225188311834, 127.74695222405272, 64.466552734375
1918.943, 0.01728854123985558, 127.7385172981878, 64.466552734375
1934.296, 0.01214870465503365, 127.7385172981878, 64.466552734375
1949.626, 0.012615962526381098, 127.721647446458, 64.466552734375
1964.961, 0.014017736140423443, 127.74695222405272, 64.4488525390625
1980.295, 0.01495225188311834, 127.75538714991762, 64.466552734375
1995.615, 0.01448499401177089, 127.7469522240527, 64.466552734375
2010.934, 0.018223056982550473, 127.7300823723229, 64.466552734375
2026.283, 0.015419509754465788, 127.7469522240527, 64.466552734375
2041.615, 0.013083220397728546, 127.7300823723229, 64.466552734375
2056.936, 0.01775579911120303, 127.75538714991762, 64.466552734375
2072.26, 0.014017736140423443, 127.7385172981878, 64.466552734375
2087.587, 0.021493862081982614, 127.75538714991762, 64.466552734375
2102.912, 0.015886767625813234, 127.7469522240527, 64.466552734375
2118.237, 0.022895635696024957, 127.73851729818782, 64.4488525390625
2133.564, 0.025231925052762196, 127.75538714991762, 64.4488525390625
2148.891, 0.01775579911120303, 127.76382207578254, 64.4488525390625
2164.241, 0.01962483059659282, 127.721647446458, 64.4488525390625
2179.571, 0.02616644079545709, 127.7469522240527, 64.4488525390625
2194.895, 0.01962483059659282, 127.7469522240527, 64.4488525390625
2210.22, 0.021493862081982614, 127.76382207578254, 64.4488525390625
2225.558, 0.021961119953330062, 127.7469522240527, 64.4488525390625
2240.884, 0.022895635696024957, 127.74695222405272, 64.4488525390625
2256.207, 0.023362893567372405, 127.72164744645798, 64.4488525390625
2271.563, 0.02896998802354178, 127.73851729818782, 64.466552734375
2286.891, 0.031306277380279024, 127.76382207578254, 64.4488525390625
2302.232, 0.028035472280846886, 127.77225700164743, 64.4488525390625
2317.564, 0.023830151438719853, 127.7300823723229, 64.4488525390625
2332.906, 0.03177353525162647, 127.76382207578253, 64.4488525390625
2348.225, 0.035044340351058606, 127.77225700164743, 64.4488525390625
2363.56, 0.03270805099432137, 127.72164744645798, 64.4488525390625
2378.883, 0.030839019508931576, 127.75538714991762, 64.43115234375
2394.237, 0.02990450376623668, 127.78069192751235, 64.43115234375
2409.563, 0.03224079312297392, 127.75538714991762, 64.43115234375
2424.898, 0.031306277380279024, 127.80599670510708, 64.43115234375
2440.269, 0.03457708247971116, 127.74695222405272, 64.43115234375
2455.596, 0.036913371836448404, 127.75538714991762, 64.43115234375
2470.914, 0.0359788560937535, 127.7300823723229, 64.43115234375
2486.289, 0.03224079312297392, 127.7385172981878, 64.43115234375
2501.616, 0.03317530886566881, 127.7469522240527, 64.43115234375
2516.953, 0.03317530886566881, 127.76382207578254, 64.43115234375
2532.29, 0.0359788560937535, 127.76382207578254, 64.43115234375
2547.619, 0.0359788560937535, 127.77225700164743, 64.43115234375
2562.942, 0.0359788560937535, 127.76382207578253, 64.43115234375
2578.291, 0.036446113965100946, 127.76382207578254, 64.4134521484375
3289.112, 0.04485675564935501, 127.75538714991762, 64.395751953125
3304.466, 0.050931107976871844, 127.77225700164743, 64.395751953125
3319.785, 0.051398365848219295, 127.76382207578253, 64.395751953125
3335.109, 0.04625852926339736, 127.74695222405272, 64.395751953125
3350.467, 0.045791271392049915, 127.75538714991762, 64.3780517578125
3365.809, 0.05186562371956673, 127.79756177924217, 64.3780517578125
3381.129, 0.047660302877439706, 127.76382207578254, 64.395751953125
3396.472, 0.04672578713474481, 127.78912685337727, 64.3780517578125
3411.797, 0.051398365848219295, 127.78912685337725, 64.3780517578125
3427.144, 0.052800139462261635, 127.78069192751235, 64.3780517578125
3442.471, 0.04999659223417695, 127.78912685337725, 64.3780517578125
